ps_partkey|value
468489|8637826.75
122939|8636378.00
191814|8635959.00
232015|8633794.08
280014|8633557.17
52804|8632109.25
155989|8631436.94
239410|8631084.72
179544|8630121.63
272180|8629965.14
41771|8629678.05
93744|8629591.12
261367|8629125.89
189552|8628681.16
48357|8628380.67
560124|8628112.04
525635|8627685.60
332607|8627316.08
107808|8627207.22
304220|8626812.40
111237|8625654.77
417050|8625147.56
581948|8624968.59
69397|8624418.06
421494|8623582.84
149165|8623122.30
517246|8622614.28
577604|8622249.28
433046|8621585.28
225217|8621482.74
466941|8621207.40
94399|8620524.00
158817|8618991.72
435032|8618892.24
268462|8618735.66
562672|8618394.63
444054|8617414.95
151295|8616671.02
84972|8616657.44
522401|8616363.20
528986|8616138.79
503511|8615748.70
540598|8615625.48
502929|8615493.92
121322|8612948.23
368699|8611538.32
345001|8611384.32
490625|8611242.12
238669|8609259.87
197976|8608017.44
164697|8607913.65
409999|8607448.08
391328|8607294.14
128715|8606833.62
567903|8606511.92
414226|8605986.88
461246|8603639.44
482852|8602624.73
410690|8602068.00
180362|8601367.05
345033|8599769.94
514999|8598901.32
361909|8597061.20
157561|8596231.91
5596|8596151.68
285163|8595894.42
288805|8595468.00
214542|8595309.63
171216|8594325.74
37437|8593660.66
414770|8593170.17
284467|8593059.44
19503|8592161.20
13587|8589289.74
238778|8588420.40
417929|8586840.96
534614|8586560.25
254274|8585767.12
507014|8585714.48
147377|8584987.83
471664|8584970.03
176969|8584640.96
4754|8583428.28
544996|8582996.80
416761|8582386.18
282581|8582282.78
346478|8582047.11
491117|8581924.06
166389|8581748.44
226093|8581519.35
467948|8580662.90
425161|8580240.60
547922|8580104.68
7310|8579949.50
207663|8579683.63
120933|8578761.84
153623|8578617.60
584072|8578518.55
140607|8577951.84
78751|8576037.60
407026|8574674.16
383595|8573711.54
570116|8573682.76
511718|8573491.73
553935|8573397.12
21925|8572742.64
487049|8571605.84
157734|8570808.50
120860|8570610.44
69114|8569561.71
283445|8568784.23
39719|8568515.51
562629|8568290.85
66692|8567540.52
550558|8565567.65
433774|8565132.72
331131|8564951.07
17957|8564920.88
435540|8564729.28
536235|8564524.95
145484|8563629.92
69361|8563524.12
33139|8563002.66
585046|8562537.06
120368|8562239.12
579893|8561840.54
509078|8561211.68
324709|8559964.00
223192|8559789.84
144269|8558928.88
486877|8558706.27
334829|8558428.68
323158|8554736.89
31108|8553933.89
484419|8553301.14
167751|8552866.60
93343|8552301.12
72590|8551077.51
248574|8550924.16
434086|8549250.30
119688|8549154.50
159224|8548799.35
339545|8547807.44
446219|8547338.42
572276|8546919.50
379608|8545412.82
196409|8543968.51
192478|8543471.42
460240|8542511.90
527608|8541435.20
358662|8540678.77
599354|8540203.60
370629|8539359.12
459126|8539316.73
85180|8537452.01
147338|8536571.56
368283|8535240.46
27267|8534142.24
197466|8533609.70
42548|8532685.06
485891|8532680.00
124158|8531685.96
199592|8531317.80
174345|8530807.41
92292|8530618.78
263548|8529542.25
215028|8528835.26
253015|8527651.77
83151|8526607.20
483491|8524990.10
69681|8524127.46
539179|8523591.84
341824|8523005.00
550174|8522454.50
129039|8521739.41
96313|8520949.92
395504|8520787.35
144167|8520296.55
303799|8518767.88
145664|8517038.31
405980|8516424.00
569265|8516413.64
167169|8516075.68
589978|8515692.40
85490|8515513.60
175356|8515228.15
28096|8515064.25
558711|8514704.84
547223|8514313.68
597617|8513780.04
80183|8511633.60
450755|8511306.14
439191|8510729.15
245311|8509889.56
65756|8509449.53
551308|8507503.17
598301|8506777.72
205623|8506389.78
257979|8506263.15
140937|8505142.20
133482|8504881.20
560542|8504610.66
26676|8503845.27
72101|8502196.59
274980|8501889.97
343972|8499263.31
456160|8494992.73
384903|8494500.00
576803|8494386.89
484020|8493711.38
76286|8493086.56
324133|8492904.00
592475|8490578.60
113926|8489889.15
550456|8489544.66
193747|8489316.49
335562|8489214.37
435290|8487419.80
344637|8487184.60
204775|8486997.36
509417|8485918.08
590288|8485790.61
193478|8485017.40
266484|8484753.36
26238|8484354.27
206985|8484154.88
302864|8483840.96
509688|8482670.61
18626|8482494.11
297474|8481683.70
28183|8480998.80
328211|8480780.88
172674|8480318.45
6009|8479918.08
392318|8479815.84
553878|8479550.64
408440|8479095.84
117599|8478810.80
40748|8476974.91
349889|8476338.14
385087|8476307.84
359126|8476273.39
347645|8475500.88
518437|8475237.87
412804|8475045.75
188604|8474075.68
373250|8473770.48
292179|8473480.69
504210|8473008.60
46129|8472717.96
561208|8471652.95
569205|8470191.45
217664|8470080.98
134274|8469242.52
114236|8469082.51
335680|8469040.80
412274|8468793.40
343160|8468366.46
136085|8467880.02
473215|8467569.24
569437|8466684.72
381735|8463686.25
504821|8463358.21
33686|8463253.42
315975|8462961.00
535050|8462345.15
150694|8461071.80
233677|8460685.32
157988|8460123.20
527793|8459782.56
594815|8458952.72
217732|8457328.02
121802|8456231.12
169774|8455769.57
492469|8455739.25
518138|8454464.97
140584|8454157.34
337884|8453952.78
581659|8453569.14
444030|8453207.80
117444|8452876.63
38793|8452786.92
572739|8452674.27
159626|8452659.85
277757|8452534.74
113152|8452018.57
126436|8451704.18
467459|8451199.05
292730|8449450.26
277223|8449169.60
376781|8446919.70
585109|8446707.21
363962|8446700.22
152231|8446131.16
392585|8445754.68
290108|8445347.32
363091|8445121.08
384286|8443755.20
104177|8442116.48
334690|8441906.23
247660|8441194.41
193493|8440138.26
256801|8437900.32
169401|8436945.99
313947|8436554.40
545572|8436193.57
303994|8434942.56
286314|8434871.78
329184|8434367.87
419881|8433977.31
109467|8433746.84
274203|8433596.40
94751|8433377.10
464324|8433346.95
304691|8432540.84
212488|8432467.25
298079|8431957.67
214637|8431909.56
162580|8431736.43
586079|8431122.90
23914|8430621.10
471913|8430588.85
350416|8430361.20
595161|8429193.20
94657|8428834.26
55098|8428792.50
223679|8428551.04
86640|8427372.12
459584|8425984.12
305247|8425741.59
137871|8425625.68
475086|8425549.05
577666|8424318.25
222785|8423434.00
437708|8422223.40
104514|8421776.47
295606|8420691.24
445148|8420461.92
461471|8420185.90
493685|8420058.24
561164|8419163.52
142615|8419043.64
309586|8418857.82
503403|8418631.56
482537|8417433.99
158324|8417335.08
303533|8417124.27
549644|8416929.30
306549|8416695.51
429206|8415379.50
240634|8415116.27
139597|8414893.00
326426|8413301.70
111310|8412826.90
43778|8412450.18
107989|8411970.84
58914|8411928.03
276600|8411131.60
567816|8411068.65
571326|8409694.87
287837|8409305.52
567615|8407059.92
253182|8405208.00
170769|8404693.22
433767|8403852.18
519293|8403303.02
585704|8402508.24
188014|8401302.00
509505|8400197.52
183948|8398667.55
392171|8398611.90
449678|8396962.65
169661|8396861.76
208451|8396395.72
100215|8395906.61
141072|8395549.12
21656|8394977.40
15437|8394925.00
178135|8394872.76
426063|8393136.49
296677|8392961.20
513408|8392116.12
157192|8391715.12
415939|8391695.89
484144|8391434.77
142288|8390708.82
401504|8390144.20
410108|8388536.78
226528|8388420.00
473931|8388063.66
324764|8385856.40
581405|8385754.00
518619|8385720.57
261707|8384963.58
47297|8383710.48
6448|8383534.29
543699|8381354.28
523401|8380648.80
571926|8380269.58
29740|8380135.88
584617|8379317.65
174403|8378575.73
473756|8378325.48
541188|8378305.68
119118|8377740.00
422218|8377502.80
20741|8376968.00
87865|8376618.25
252372|8375219.19
264743|8375144.40
86126|8374097.46
338549|8371954.00
199167|8371625.40
401592|8370463.05
334586|8370360.32
499467|8370162.88
498607|8370060.16
161666|8369924.08
54031|8369024.26
550224|8368118.20
414961|8368051.06
266468|8367806.72
337427|8366504.06
20787|8366485.59
436443|8366215.83
159337|8366092.26
575332|8365945.89
576437|8364937.16
212279|8364677.42
299368|8364148.23
312521|8364103.50
204721|8364089.37
428602|8364077.68
137597|8363185.94
512592|8362212.18
75686|8361883.58
501398|8361749.51
167523|8361509.80
538477|8361313.88
211109|8361198.67
348959|8360743.56
328733|8360680.32
548090|8359995.60
111327|8358946.38
372096|8358916.20
328806|8358446.01
584313|8358102.00
488549|8357531.82
545734|8357139.36
313494|8356745.25
539206|8356592.16
369355|8354809.80
175840|8353967.58
597549|8353692.00
346372|8353610.58
318666|8353565.96
484781|8353513.68
71407|8353284.16
296906|8353254.75
31718|8350812.36
269996|8350738.30
495553|8350203.74
152279|8349970.92
296291|8349300.76
438326|8348728.13
509394|8348451.30
166998|8348326.56
382035|8348031.90
503344|8347599.84
73082|8347357.39
76849|8347292.10
173686|8347055.19
30386|8346063.71
216916|8346029.49
227801|8346016.00
470035|8345453.70
503723|8345052.26
194076|8344591.36
74785|8342519.13
98423|8340775.20
145516|8340636.56
515542|8339983.08
164188|8339885.00
225013|8339828.91
544932|8338688.36
71965|8338666.51
435852|8338156.65
220224|8337972.44
41039|8337415.02
130498|8337201.16
437871|8336962.32
142675|8335493.24
319098|8334768.79
60383|8334192.81
546226|8334063.70
257884|8334040.00
271373|8333522.91
337315|8333395.92
431728|8333332.92
413115|8332990.76
35368|8332767.45
308696|8332209.34
238608|8332197.68
246863|8332139.52
192131|8329307.22
202663|8328380.20
466056|8327697.30
241036|8326900.22
218636|8325826.32
141418|8324949.27
81642|8324439.66
97840|8324386.14
161872|8323783.20
160|8323417.32
132370|8323188.44
113613|8322981.78
169439|8322854.89
533855|8322835.20
579747|8320952.90
401880|8320826.28
580573|8320378.92
30684|8319302.00
82526|8319197.52
345778|8319056.40
560938|8318233.44
295906|8318039.24
109008|8317836.54
539331|8317822.02
103744|8317797.54
22634|8316531.24
466588|8316111.96
131963|8315958.00
290532|8315660.60
42388|8314886.00
153816|8312439.20
594039|8312297.42
364442|8312294.16
189212|8311372.56
533758|8311010.14
1388|8310259.14
176068|8309967.00
75954|8307147.55
326126|8307111.88
435928|8305965.46
16980|8305658.40
291204|8305519.68
407474|8305509.24
224044|8304917.88
536600|8304477.30
560118|8303898.72
532401|8303138.05
586151|8302993.92
315215|8302424.13
35592|8302383.80
581238|8301380.59
159934|8299365.40
181686|8298958.90
155084|8298399.72
536137|8298231.00
405153|8297962.56
418157|8297838.14
110871|8297096.28
71062|8296507.44
283477|8292771.57
597038|8292091.56
326226|8291774.66
381896|8291733.23
167849|8291505.54
314582|8291322.80
393334|8290532.90
339051|8289029.80
371584|8288716.50
302892|8288180.86
149739|8288138.32
151811|8287845.48
328235|8287176.15
64473|8286137.44
385265|8285786.76
544991|8283878.90
581301|8282635.80
20984|8282394.89
296864|8281584.48
205493|8280465.60
97130|8279354.72
134706|8278865.01
592072|8278556.94
563107|8278468.66
445606|8277818.77
245400|8276891.97
272613|8276834.12
117827|8276580.32
269|8276432.67
386175|8275921.50
19246|8275486.94
487101|8275310.50
341437|8274254.98
66770|8273407.80
173173|8273225.60
97529|8272835.93
519257|8272787.50
309345|8272472.46
590607|8271529.74
561987|8270588.16
394063|8270585.83
251954|8270398.28
100180|8270213.74
19666|8270192.64
336207|8270074.98
327095|8269999.59
254826|8269576.30
246397|8269274.00
316366|8268546.40
413604|8266831.54
99458|8266564.47
533576|8266146.44
411929|8266052.97
463575|8265139.96
210921|8265054.72
409456|8264032.39
147645|8263921.66
114280|8263818.52
284147|8263673.00
347737|8263382.40
306082|8261355.56
139693|8261050.49
140660|8260656.60
592405|8260631.20
285165|8259768.00
178766|8259547.32
457517|8259043.36
417736|8258349.20
165015|8255493.56
247243|8254669.40
266652|8254054.64
519776|8253143.99
579631|8253074.38
245985|8253037.39
183319|8252310.43
357653|8252263.20
599069|8250775.70
64170|8250533.06
243375|8250064.00
563811|8249027.00
61778|8248653.41
442871|8248544.05
454403|8247709.86
525795|8247591.31
174139|8246925.84
167635|8246606.97
207014|8246566.28
273975|8246458.11
51294|8245334.40
126245|8243904.18
527159|8243780.64
482515|8242937.56
593880|8242326.00
503448|8242285.40
431256|8239684.38
123786|8239581.24
417288|8239515.62
200797|8238909.37
130202|8238359.84
456669|8238276.09
593221|8237880.00
277672|8237705.05
478839|8237624.64
256596|8237210.80
246172|8236884.96
107933|8236856.82
579732|8236720.15
347365|8236313.70
462619|8235699.66
105952|8235126.63
23075|8234984.60
32897|8234487.32
533485|8234028.88
131083|8233421.62
531035|8233343.20
8301|8232853.02
484515|8232490.46
322966|8232265.58
47447|8230856.20
143180|8230553.48
577363|8230167.43
352623|8230089.43
367757|8229122.52
486076|8228786.76
356100|8228264.58
208574|8227960.56
319337|8226771.20
540992|8226514.47
320874|8226426.78
52782|8226316.00
238726|8226295.30
392160|8226124.90
138980|8225402.64
474770|8224672.40
408495|8224579.82
357585|8224160.04
269594|8223856.08
251268|8223616.18
227749|8222560.58
198583|8222384.48
591556|8222334.24
85611|8220915.08
239205|8220442.23
326881|8219507.94
254669|8217940.20
132220|8217065.84
396770|8216701.04
351259|8215391.55
73654|8215156.28
291609|8214839.28
255195|8213645.04
151018|8213241.96
117166|8212883.40
22542|8212735.36
62289|8212731.63
378723|8212191.00
236513|8211373.38
114700|8211219.92
242985|8210805.34
394863|8210728.85
419298|8210696.02
306455|8210658.28
197468|8210464.08
396119|8210001.80
525552|8209857.75
121999|8209405.40
155924|8209134.80
55630|8208932.70
423739|8208687.08
376487|8208542.70
32379|8208338.88
418567|8207139.60
262972|8206978.57
472161|8206933.13
131961|8206905.27
221836|8206196.45
483020|8206188.64
423251|8205632.64
21837|8205106.07
363575|8204551.62
101289|8204493.86
15002|8203741.02
473723|8202545.68
257611|8202352.23
402409|8201620.46
192651|8200315.56
66181|8200184.65
278311|8199848.78
359987|8199361.74
286409|8199322.22
358529|8198785.02
228948|8198198.28
422517|8198122.39
484554|8197906.62
252236|8197863.55
569355|8197726.58
493255|8197126.00
294700|8196645.60
398041|8196460.00
14905|8196341.94
154734|8196058.74
141701|8195865.48
528141|8195546.25
346253|8195309.99
218953|8195114.40
33114|8194619.95
352915|8194408.56
190412|8194110.49
360157|8193690.14
147280|8193688.80
238055|8193187.52
92814|8192738.30
588935|8192718.44
313928|8192163.26
547173|8191872.00
356159|8191652.42
472266|8191498.28
585370|8191389.33
30460|8191234.26
274590|8191164.80
534134|8190866.72
433849|8190040.44
398769|8189403.60
114578|8189310.72
286990|8188920.60
162442|8188711.11
494584|8188623.36
391632|8188556.04
408973|8188178.88
523821|8186758.00
263291|8185731.05
103516|8185471.40
298568|8185021.92
450530|8184910.24
405105|8184797.11
544412|8184773.15
26774|8184561.92
57925|8184121.68
281499|8183994.40
316061|8182492.50
551056|8182391.04
127202|8182138.50
408643|8181236.84
345904|8180957.68
543899|8180466.20
163429|8179982.49
471457|8179736.17
75210|8179176.39
236186|8179101.00
84151|8179010.00
273990|8178874.89
531282|8178835.76
159643|8178437.87
474204|8178268.35
306790|8178119.38
80417|8177844.28
537191|8176840.82
352438|8176328.16
519881|8176261.68
387598|8175504.86
432756|8175390.30
58772|8175218.80
72845|8174676.00
4731|8174489.80
519755|8173792.48
56888|8173342.00
401729|8173283.25
38413|8172464.04
30599|8171525.96
537781|8170545.81
546036|8170287.66
47550|8170253.42
214321|8170069.00
557462|8169743.12
457666|8169711.78
83462|8168829.84
134739|8168181.48
191617|8167683.08
222220|8167679.55
7363|8167538.05
105591|8167499.99
539792|8166586.96
562525|8166529.14
394125|8166192.40
334220|8165991.65
261078|8165748.38
392943|8165168.02
277429|8163469.57
303197|8163297.39
432464|8162830.40
116669|8162826.08
236677|8161892.82
98435|8161771.45
251529|8161395.55
451936|8161035.46
19210|8160931.14
336569|8159633.82
96907|8159579.23
79030|8159500.16
211446|8159480.00
320370|8159275.07
431478|8158922.84
6790|8158792.66
581429|8157667.77
589450|8157239.48
21824|8157032.88
41485|8156833.32
231457|8156279.24
167454|8154498.23
156097|8154261.51
36522|8153964.00
44792|8153384.22
480840|8153189.46
332688|8153032.64
166029|8153017.60
77313|8152575.75
457027|8151716.16
69512|8151537.00
423497|8151164.35
73718|8151071.66
118021|8150017.14
7679|8149598.47
52203|8149430.52
59153|8149280.65
203837|8148660.91
8837|8148388.00
174342|8148095.23
546052|8147998.95
563881|8147814.05
255871|8146363.40
466598|8146020.05
114379|8145627.70
274274|8145510.87
45434|8145456.52
138002|8145084.20
86201|8144956.03
373638|8144732.51
596541|8143918.56
277607|8143875.95
299334|8143468.92
151399|8143011.61
273715|8142912.60
498744|8142686.20
227523|8142616.62
491635|8142030.54
426658|8140888.80
379336|8140157.90
317429|8140080.00
234830|8139891.34
428047|8139209.40
262639|8138728.32
531820|8138583.49
565803|8138370.51
555347|8138276.38
280779|8137892.79
189555|8137811.71
190364|8137424.49
199018|8137409.50
94227|8136739.24
260584|8136120.64
203832|8136024.40
273411|8135301.60
129261|8134558.58
294403|8134099.36
480029|8133890.56
197792|8133401.58
1842|8132524.26
6544|8132489.28
100305|8131645.36
38901|8131639.14
381607|8131294.24
260317|8130570.84
348840|8129591.24
214489|8129296.35
453716|8129127.50
99039|8128290.78
561315|8128000.01
570907|8127973.04
58935|8127639.99
108746|8125524.54
292474|8125182.78
576868|8123689.86
510687|8123404.80
72684|8123294.40
335930|8122895.22
141430|8121757.48
156817|8121247.00
585404|8120620.20
148018|8119898.16
152635|8119831.88
175425|8119500.52
251730|8118846.70
364296|8118809.14
43441|8118744.28
195725|8118733.86
180028|8118013.37
221532|8117618.26
349687|8117379.40
549695|8116766.00
81048|8116136.67
27975|8115386.39
370188|8115240.35
228513|8115049.62
326553|8114132.80
388038|8114023.05
126214|8113407.81
258921|8112806.13
585724|8112075.48
586288|8111439.54
409425|8110436.75
67115|8110255.42
503416|8109901.05
245683|8109652.37
313718|8108273.29
452707|8108092.44
456610|8107511.28
118391|8107360.29
388662|8106949.45
428307|8106837.41
93786|8106157.30
155364|8105678.88
312651|8105097.56
112689|8104635.81
198703|8103549.08
384215|8103407.18
262346|8102762.98
427492|8102560.56
223492|8101552.59
335790|8101431.60
265196|8101085.85
314938|8100655.43
570876|8099753.20
590847|8099647.00
155611|8097094.46
309589|8094893.13
546217|8094368.50
38979|8094329.16
193172|8094225.15
586781|8093812.32
480919|8093539.92
347111|8093453.62
69478|8093444.57
493056|8092113.12
580460|8091137.36
289208|8091044.44
99499|8090793.22
6648|8090600.63
288788|8089472.64
441747|8089472.08
562952|8089425.18
394872|8089059.51
557615|8087762.52
35595|8087547.50
419079|8086741.31
254388|8086650.05
388473|8086318.90
199208|8085255.91
209990|8085084.78
289397|8084974.40
543637|8084858.43
546241|8084794.06
34501|8084720.02
321524|8083754.35
49251|8083516.76
384035|8082700.56
422603|8082557.23
93595|8082188.80
568948|8081350.20
278768|8080897.79
556159|8080876.80
484619|8080874.36
251008|8079659.25
514185|8079064.32
571343|8078807.70
92605|8077007.50
598236|8076673.54
89808|8076557.07
26918|8076355.44
12007|8075627.36
154199|8074940.76
483960|8074841.84
60963|8073894.40
266066|8073483.00
434503|8072667.37
256383|8072263.36
149565|8071920.55
361829|8070696.76
86260|8070575.68
229335|8070541.25
265991|8070379.20
128860|8070182.88
528087|8069847.24
176001|8068203.30
579077|8067082.04
527623|8066720.19
426793|8065971.72
306166|8065880.69
490188|8065437.21
409144|8064954.84
44224|8064198.20
488504|8062703.74
340777|8062242.64
385903|8061150.32
113442|8060976.00
111475|8060718.47
338633|8060689.20
122814|8059912.00
459842|8059905.22
527197|8059780.26
19665|8059105.74
467765|8058499.20
233153|8058381.90
596880|8058109.82
239812|8057569.52
220126|8055424.41
133761|8055336.48
138275|8055151.65
590991|8054542.00
156866|8054128.89
556703|8053876.96
538599|8053473.12
476546|8053396.92
587142|8053036.22
338210|8052852.06
34240|8052689.34
196715|8052644.16
576032|8052139.49
244153|8051894.08
11298|8051518.40
329355|8049790.76
477617|8048653.58
503069|8048327.19
442164|8048164.78
37549|8047756.04
184659|8047244.17
266941|8046571.44
46556|8046219.93
354708|8046152.27
73882|8046027.25
219834|8046020.86
534899|8045725.22
212803|8045340.61
344315|8045119.25
527152|8044938.40
65543|8044285.58
514616|8044104.36
343016|8042955.96
488918|8042589.53
335407|8042079.90
319309|8041625.60
46304|8041329.00
507612|8040681.75
230928|8040426.80
398077|8039847.42
3242|8038855.53
114789|8038628.35
575146|8038413.21
145274|8038377.72
45384|8038341.78
404306|8037730.93
431815|8037015.76
298274|8036664.60
491398|8035963.40
198443|8035428.96
143589|8035145.92
309452|8035139.84
498210|8034911.94
268735|8034702.40
385072|8034562.50
102174|8033872.41
172904|8033791.68
96673|8033491.20
255255|8032814.66
32180|8032380.72
365495|8032256.25
342773|8032000.08
231071|8031539.23
369987|8031147.78
584691|8030434.50
528622|8030148.84
257|8028783.54
17323|8028757.11
306726|8028308.75
473480|8027214.78
525065|8026385.46
165167|8026150.68
526434|8026018.00
543959|8025899.14
470288|8025721.35
585822|8025369.00
336546|8025100.22
130669|8024987.82
321247|8024957.38
313287|8024752.05
78927|8023363.24
348437|8023355.34
531773|8022813.62
223023|8022618.34
368786|8021550.60
151287|8020952.16
20758|8020924.86
345125|8020204.92
2073|8020009.64
142753|8019199.46
94321|8018726.51
203442|8018225.67
541036|8018022.18
496654|8017459.99
153095|8017457.76
576712|8015497.60
172026|8015116.32
162079|8014638.60
63512|8014431.71
328531|8014324.40
495900|8014288.58
452849|8014230.38
567636|8013647.18
443608|8013207.36
298067|8013008.07
210884|8012854.86
267584|8012518.50
23614|8011327.57
237270|8011112.26
367900|8010552.16
405714|8009837.76
140413|8009646.39
501852|8009486.20
36281|8008916.52
275646|8008798.16
568434|8008709.67
450421|8008332.80
139921|8007677.80
183205|8007246.45
181562|8006805.96
252311|8006107.80
220230|8005953.76
352782|8005767.84
519642|8005376.08
62500|8005316.28
91214|8004809.10
128435|8004242.88
533137|8003765.70
74367|8003430.40
132493|8003216.14
197544|8002737.19
468519|8002693.06
23795|8001842.55
83390|8001054.00
34389|8000928.88
204143|8000896.48
229214|8000805.69
494931|8000739.45
106110|8000042.58
184779|7999658.83
597651|7999041.96
32183|7998946.20
482340|7997888.86
213698|7997702.40
174559|7994361.58
593581|7993477.24
209688|7992242.40
11562|7991192.97
89794|7991082.18
8329|7990052.90
75251|7988874.04
298772|7988348.80
61131|7988141.46
454437|7987774.08
595119|7987624.00
556072|7987463.79
405937|7986331.50
260594|7986275.64
239135|7986110.82
517655|7984649.64
28059|7984427.74
558357|7984372.95
564385|7984372.40
552590|7983420.00
563237|7983116.18
307829|7983064.32
82438|7982700.43
385904|7981591.80
574322|7980567.24
408948|7979949.00
